Id,SalePrice
1461,126298.98
1462,163554.64
1463,176008.6
1464,182065.33
1465,188237.11
1466,180262.3
1467,155193.95
1468,163464.52
1469,184201.45
1470,129979.88
1471,196472.72
1472,108200.664
1473,104754.1
1474,171615.83
1475,138565.62
1476,311900.3
1477,244425.42
1478,270369.44
1479,274493.88
1480,329362.72
1481,308783.8
1482,189455.3
1483,177793.33
1484,169477.86
1485,185423.58
1486,194922.17
1487,311900.3
1488,236288.1
1489,188343.23
1490,198774.47
1491,203917.03
1492,116486.445
1493,161699.89
1494,304839.34
1495,309188.7
1496,241841.48
1497,206336.3
1498,169730.34
1499,169730.34
1500,168337.06
1501,173061.98
1502,178965.61
1503,238354.0
1504,251972.08
1505,221772.73
1506,180798.94
1507,209336.55
1508,182204.28
1509,176829.98
1510,147714.69
1511,147714.69
1512,163681.19
1513,142055.52
1514,149127.03
1515,150459.72
1516,155016.6
1517,156222.73
1518,134082.64
1519,196472.72
1520,141952.33
1521,143088.61
1522,158670.64
1523,119670.625
1524,112706.06
1525,134110.39
1526,132079.8
1527,113161.0
1528,129318.02
1529,147714.69
1530,167381.69
1531,128772.7
1532,116070.266
1533,133468.86
1534,113598.81
1535,157193.86
1536,107197.3
1537,94924.43
1538,157478.8
1539,189328.5
1540,117489.0
1541,137789.86
1542,137063.0
1543,192457.89
1544,96059.59
1545,105426.59
1546,118946.625
1547,132209.36
1548,122602.29
1549,116960.44
1550,141279.47
1551,127015.51
1552,132288.31
1553,148417.06
1554,120621.76
1555,176960.55
1556,129851.4
1557,118753.03
1558,106279.31
1559,110546.25
1560,149043.28
1561,127150.16
1562,120949.7
1563,120202.266
1564,155800.33
1565,151740.05
1566,208914.73
1567,95440.02
1568,226931.95
1569,146275.55
1570,132317.95
1571,103709.375
1572,130231.02
1573,223521.72
1574,112876.555
1575,212661.11
1576,189197.64
1577,184686.06
1578,157347.14
1579,140926.78
1580,205862.22
1581,130557.08
1582,133356.89
1583,299312.06
1584,239025.3
