Id,SalePrice
1,114747.69
2,151720.25
3,167899.44
4,179148.69
5,196315.88
6,154985.42
7,167127.02
8,153002.39
9,177864.16
10,121160.88
11,191473.88
12,85792.22
13,95855.04
14,153832.81
15,119318.016
16,385260.12
17,269964.97
18,294556.22
19,248523.33
20,470121.6
21,286668.47
22,197642.14
23,145461.28
24,143402.53
25,153872.92
26,168174.56
27,341658.62
28,224614.92
29,185332.55
30,202119.72
31,170863.36
32,78825.94
33,177440.61
34,290059.62
35,275295.34
36,215614.31
37,167044.3
38,141029.33
39,140329.9
40,133720.12
41,162902.06
42,135310.67
43,295895.12
44,233322.19
45,206906.45
46,171908.05
47,236857.44
48,178899.22
49,153904.66
50,129332.28
51,133817.89
52,166815.22
53,125683.6
54,170759.81
55,205175.16
56,140157.6
57,159901.73
58,118403.39
59,205558.22
60,127357.414
61,120642.16
62,166497.33
63,104043.78
64,117001.73
65,114986.3
66,106624.98
67,101283.29
68,125086.17
69,137131.0
70,170289.19
71,98367.586
72,98774.73
73,137369.48
74,114438.56
75,139609.2
76,95359.95
77,64589.977
78,174756.44
79,177293.75
80,105097.305
81,145417.03
82,126009.9
83,224185.73
84,75863.62
85,112516.445
86,122380.03
87,121254.76
88,138366.94
89,115431.125
90,139663.42
91,108609.766
92,152885.84
93,160305.38
94,109735.086
95,160204.97
96,91314.94
97,105959.02
98,85805.78
99,78524.195
100,125812.87
101,128703.15
102,123407.17
103,113893.26
104,159910.95
105,139964.84
106,234484.8
107,63696.21
108,197760.58
109,132779.39
110,132613.48
111,123651.67
112,151337.44
113,247974.52
114,100761.7
115,207911.08
116,216016.9
117,172192.11
118,142542.34
119,151034.08
120,190587.75
121,151403.61
122,125270.234
123,306496.62
124,217482.64
125,124298.375
126,79559.08
127,87846.94
128,143656.73
129,109413.9
130,129752.01
131,93897.71
132,113915.695
133,131419.27
134,148996.11
135,107857.695
136,218442.1
137,175313.88
138,196327.2
139,169803.36
140,168689.22
141,74195.18
142,112895.414
143,64679.906
144,260185.2
145,245204.12
146,165360.1
147,173558.66
148,184501.1
149,171735.19
150,123434.94
151,132555.31
152,156544.98
153,147777.39
154,116313.96
155,89732.445
156,63420.44
157,90971.27
158,120226.21
159,132141.47
160,155479.61
161,125125.266
162,138417.86
163,284081.3
164,194159.16
165,119689.17
166,159866.97
167,175801.58
168,260189.2
169,169825.06
170,414659.1
171,254612.52
172,245373.03
173,157671.23
174,177750.25
175,172672.5
176,147630.77
177,168128.36
178,192459.77
179,176894.23
180,252260.84
181,176825.94
182,218074.98
183,217307.97
184,217260.81
185,196530.14
186,156846.86
187,155154.58
188,119884.02
189,127864.96
190,103726.875
191,124806.43
192,87872.66
193,88311.44
194,141895.97
195,137304.0
196,139712.45
197,141502.84
198,134981.9
199,126670.65
200,143244.95
201,417892.66
202,409703.34
203,404717.75
204,453840.9
205,322231.97
206,316071.5
207,359943.06
208,331532.16
209,285732.44
210,343689.06
211,230094.4
212,472505.72
213,274261.1
214,228232.33
215,169292.47
216,171844.33
217,204435.67
218,497313.16
219,364295.8
220,349884.2
221,257011.92
222,286675.28
223,150781.16
224,152618.25
225,154916.36
226,149080.39
227,145227.9
228,163890.44
229,170096.38
230,168396.88
231,160978.1
232,270707.28
233,143514.81
234,174387.33
235,156791.17
236,276383.9
237,165250.75
238,378945.03
239,339597.56
240,234040.42
241,245108.45
242,253829.67
243,239252.78
244,276549.56
245,231903.75
246,539984.4
247,197431.67
248,182195.58
249,264499.47
250,214159.75
251,244813.08
252,243057.33
253,254875.14
254,200137.53
255,192187.78
256,170460.98
257,152052.5
258,125311.5
259,172942.42
260,234209.88
261,150887.7
262,121741.67
263,136497.97
264,199535.94
265,229555.8
266,173272.81
267,134883.31
268,172197.33
269,144199.95
270,152318.6
271,109051.695
272,117381.805
273,109647.375
274,110324.08
275,124744.73
276,101971.17
277,358217.47
278,196231.67
279,289549.5
280,237360.8
281,180241.7
282,161002.34
283,160405.19
284,296940.5
285,203922.23
286,193353.4
287,205856.81
288,210511.05
289,138932.22
290,126388.414
291,223579.25
292,108718.73
293,134945.97
294,194028.14
295,155793.81
296,123224.25
297,109720.16
298,134366.05
299,162302.38
300,161552.78
301,132319.58
302,181658.52
303,162046.47
304,101566.43
305,151997.8
306,164686.05
307,211916.34
308,136127.08
309,173093.64
310,138112.06
311,117887.625
312,121759.734
313,116481.98
314,120937.47
315,129967.78
316,115497.01
317,106215.44
318,131680.8
319,96989.336
320,158862.67
321,120604.26
322,86405.85
323,126660.23
324,100849.766
325,118994.7
326,158451.08
327,137034.6
328,50488.43
329,94082.8
330,59691.59
331,184218.92
332,150356.14
333,131978.12
334,141196.67
335,118031.14
336,108217.38
337,113733.125
338,114873.89
339,102981.34
340,119859.63
341,109957.11
342,130743.02
343,137967.19
344,142251.9
345,134381.17
346,110821.76
347,141082.98
348,119531.12
349,114712.74
350,143003.14
351,92182.75
352,93487.734
353,113444.08
354,91515.69
355,41117.164
356,84339.4
357,99832.88
358,146120.47
359,133088.78
360,46732.297
361,93867.06
362,140481.95
363,28063.836
364,128569.58
365,132312.77
366,96435.83
367,97154.67
368,132435.23
369,123482.734
370,131981.08
371,149582.23
372,65079.06
373,148312.98
374,108083.516
375,142359.98
376,112047.29
377,78346.8
378,108042.86
379,79323.53
380,165135.77
381,134666.56
382,68926.31
383,117796.266
384,127193.84
385,128621.07
386,144467.1
387,153512.45
388,47594.816
389,125222.6
390,108468.82
391,151677.33
392,113784.94
393,111887.805
394,157284.64
395,132999.47
396,204900.39
397,155764.06
398,121444.55
399,106573.98
400,124869.63
401,106573.98
402,324707.88
403,322286.1
404,322286.1
405,325546.88
406,322578.84
407,240617.89
408,296922.84
409,190793.05
410,235866.73
411,229242.27
412,149760.36
413,203540.92
414,140306.27
415,204783.1
416,184172.28
417,197503.6
418,183248.66
419,117224.05
420,133363.6
421,204007.56
422,233771.69
423,172020.92
424,186080.94
425,253195.84
426,291270.44
427,206850.9
428,279193.06
429,138924.31
430,118334.34
431,119422.266
432,99057.12
433,127426.94
434,114086.32
435,140230.78
436,121918.18
437,96318.445
438,99236.96
439,150764.72
440,155571.53
441,155110.7
442,123668.9
443,195869.1
444,132354.5
445,185380.25
446,186728.3
447,188063.78
448,106737.164
449,129231.79
450,109839.945
451,196994.45
452,307127.8
453,138380.05
454,31500.943
455,301578.94
456,60474.793
457,260008.16
458,138348.47
459,165110.62
460,133003.56
461,431180.66
462,319580.53
463,199889.25
464,221639.81
465,186816.94
466,397099.38
467,122869.04
468,144985.47
469,114302.664
470,123324.24
471,138957.38
472,118065.89
473,164816.53
474,171231.05
475,165449.02
476,167365.12
477,170145.05
478,165544.48
479,252149.33
480,192243.98
481,155806.0
482,171920.33
483,204417.08
484,319349.97
485,379992.75
486,132067.28
487,316644.8
488,155417.8
489,222766.27
490,170683.72
491,242003.03
492,200690.5
493,162192.02
494,187914.94
495,121705.57
496,263613.66
497,145234.81
498,308295.7
499,123983.03
500,107391.445
501,106823.01
502,84604.805
503,94918.7
504,100761.03
505,134337.97
506,131783.78
507,284820.84
508,427883.53
509,389735.06
510,432762.9
511,425599.5
512,383970.06
513,248241.89
514,307681.34
515,463803.88
516,263719.78
517,326089.84
518,367461.12
519,333428.7
520,177810.81
521,343610.1
522,214571.25
523,192230.64
524,145781.64
525,198438.94
526,190716.36
527,150765.98
528,151165.61
529,167973.47
530,200679.94
531,229028.75
532,201413.73
533,146318.16
534,249748.5
535,175178.92
536,231296.94
537,314149.97
538,360215.9
539,246108.08
540,295196.44
541,240623.38
542,230821.28
543,224668.97
544,259920.94
545,226940.5
546,212602.23
547,231636.95
548,205258.25
549,168331.28
550,177322.42
551,146636.0
552,157811.55
553,169574.95
554,170508.05
555,192704.55
556,171747.6
557,187612.11
558,108775.07
559,123121.71
560,104065.9
561,98070.484
562,177599.27
563,122149.39
564,221624.39
565,376895.56
566,149929.97
567,137277.31
568,133681.64
569,164827.83
570,287332.62
571,232847.73
572,270711.12
573,266652.25
574,149745.84
575,201141.72
576,189888.6
577,192414.62
578,307216.4
579,225892.84
580,321240.62
581,271082.2
582,182539.39
583,166542.56
584,163997.17
585,189789.92
586,125853.58
587,132191.55
588,129568.914
589,142522.36
590,170668.86
591,102389.16
592,122947.4
593,139448.81
594,78180.375
595,152391.62
596,130583.79
597,95571.45
598,205400.06
599,117523.51
600,159323.08
601,164779.36
602,115518.61
603,100748.23
604,130009.266
605,111496.97
606,145340.6
607,116459.14
608,105402.59
609,78028.89
610,110190.586
611,82772.28
612,73579.67
613,125249.67
614,179038.64
615,136431.69
616,114236.875
617,142226.25
618,121956.32
619,124039.02
620,102965.24
621,116626.51
622,122195.17
623,136425.97
624,100606.15
625,107775.22
626,106274.22
627,109083.28
628,89221.13
629,53687.707
630,123719.5
631,104924.56
632,135439.2
633,118972.59
634,122715.27
635,131523.36
636,68253.97
637,72657.58
638,143617.12
639,47343.637
640,95335.125
641,110180.445
642,109504.6
643,90997.15
644,122200.664
645,117069.47
646,70551.97
647,205903.05
648,98914.05
649,99104.375
650,125637.68
651,138863.36
652,132334.6
653,107825.58
654,105755.26
655,153436.4
656,124230.81
657,128857.734
658,108919.91
659,97678.11
660,109670.5
661,91399.09
662,95925.07
663,74566.38
664,174952.38
665,122961.62
666,132222.42
667,154621.58
668,116427.24
669,93719.27
670,128434.62
671,152619.67
672,112033.33
673,111752.88
